1,1155.470977,1806.336332,1280.978124
2,1156.568447,1164.066768,1159.872013
3,1155.510964,1162.741649,1158.015090
4,1154.104117,1162.089234,1157.647627
5,1154.146858,1162.540114,1158.228475
6,1155.074597,1162.198259,1158.053841
7,1154.346650,1162.391301,1157.962248
8,1077.802715,1159.635320,1121.821422
9,1081.199401,1156.955240,1111.924255
10,1145.917092,1156.915083,1152.508305
11,1151.627404,1159.311172,1155.543476
12,1152.989472,1161.511460,1156.613953
13,1151.810888,1159.194134,1154.736573
14,1151.900963,1158.673486,1154.664002
15,1151.911563,1159.505861,1154.806224
1,1405.666566,1548.552910,1479.652585
2,1429.557208,1562.896264,1488.783978
3,1431.204775,1562.765032,1500.269625
4,1432.940408,1542.571784,1482.113103
5,1424.303338,1790.220956,1516.876075
6,1449.541516,1525.388521,1474.458789
7,1436.694082,1542.433818,1485.048977
8,1437.933483,1582.672379,1492.800622
9,1446.231861,1542.845004,1478.647632
10,1446.654975,1547.522207,1476.781703
11,1448.980013,1550.861331,1489.122304
12,1449.836608,1575.944588,1502.139048
13,1456.617259,1582.166807,1506.278623
14,1444.749395,1577.376462,1501.737850
15,1450.892937,1616.300031,1508.238492
