1,1158.208970,1261.386712,1181.200354
2,1158.334965,1237.859843,1183.364741
3,1156.492714,1282.085703,1183.777839
4,1157.800804,1164.568009,1163.491016
5,1157.851443,1165.297198,1162.822416
6,1140.685175,1163.881176,1154.693962
7,1157.291331,1172.485419,1163.831788
8,1153.006444,1167.580369,1164.950408
9,1135.008197,1167.929116,1160.835286
10,1161.864472,1168.751970,1167.062970
11,1162.288823,1169.201909,1167.943488
12,1161.212865,1184.760605,1168.945095
13,1162.672807,1170.219850,1168.425204
14,1163.230621,1169.982395,1168.914520
15,1162.612528,1170.038604,1168.082880
16,1162.846875,1170.132908,1168.099342
17,1163.123564,1169.842613,1168.632752
18,1163.281265,1170.585240,1168.685283
19,1163.736095,1170.644924,1169.579112
20,1163.067839,1684.730610,1219.987888
21,1155.470535,1163.352005,1157.613928
22,1156.344626,1163.538954,1157.591620
23,1156.016088,1225.038205,1166.482674
24,1158.512026,1165.534996,1160.446431
25,1157.734382,1165.446544,1159.440635
26,1157.985271,1165.377833,1159.601594
27,1155.651518,1159.453834,1157.166983
28,1155.745336,1246.140818,1167.493533
29,1156.056015,1165.839813,1161.006976
30,1156.332347,1231.946954,1167.098707
31,1157.183739,1248.765859,1169.756283
32,1158.708188,1251.233633,1181.229265
33,1157.713959,1246.672182,1171.477898
34,1158.130031,1165.772968,1159.980340
35,1158.650261,1164.777972,1159.563031
36,1157.904659,1159.208733,1158.656590
37,1158.479943,1165.680172,1159.861448
38,1158.870612,1159.924625,1159.526660
39,1158.120768,1159.963653,1159.178421
40,1158.740870,1166.409311,1160.243687
41,1156.084961,1160.152619,1157.909469
42,1156.910840,1158.951327,1158.113736
43,1155.873246,1159.056362,1157.468600
44,1155.323503,1164.263474,1156.974065
45,1154.798343,1157.745894,1156.751916
46,1156.582785,1158.557801,1157.771368
47,1156.658443,1164.147956,1158.193713
48,1156.070622,1158.197367,1157.204131
49,1155.547387,1157.142015,1156.536635
50,1154.824306,1157.740004,1155.972478
51,1154.837230,1224.743648,1170.209734
52,1156.695169,1168.758387,1158.879904
53,1158.350573,1165.660699,1160.797740
54,1156.796480,1164.400462,1158.454990
55,1156.679143,1158.743729,1157.739823
56,1156.154879,1209.370678,1166.242051
57,1157.692057,1249.386773,1170.781068
58,1156.437071,1164.425741,1158.980012
59,1156.078888,1158.477712,1157.266947
60,1155.428592,1303.687949,1175.661666
61,1108.715251,1186.071630,1130.998961
62,1106.616830,1109.837686,1108.570381
63,1106.722903,1212.101130,1120.333672
64,1106.477356,1111.217791,1108.141675
65,1109.016036,1174.381009,1136.356931
66,1127.096590,1138.715522,1131.618423
67,1120.080737,1294.417505,1168.077936
68,1101.500554,1148.574231,1126.025059
69,1067.843240,1121.014124,1097.851770
70,1073.309151,1121.413132,1105.769316
71,1076.695057,1151.500176,1128.996749
72,1097.074008,1143.326866,1122.822341
73,1081.570760,1135.431156,1104.736941
74,1077.560024,1134.515284,1105.578942
75,1070.625987,1128.775983,1104.384691
76,1089.232528,1136.386788,1112.919271
77,1097.152944,1134.615419,1117.970538
78,1070.914018,1123.006084,1104.711925
79,1096.967750,1130.968074,1112.374482
80,1074.853689,1125.348435,1107.470753
81,1068.023829,1123.391498,1097.061331
82,1069.626126,1151.479330,1117.650813
83,1074.882286,1123.906252,1098.797847
84,1069.795799,1127.946241,1107.048347
85,1067.437466,1121.818941,1088.840537
86,1071.670512,1122.932347,1100.157094
