1,102899012.000000,132339205.000000,104965105.260000
2,102717143.000000,106080265.000000,104455638.470000
3,102542759.000000,106663210.000000,103121314.370000
4,102913162.000000,125223620.000000,105054861.220000
5,102572209.000000,109080381.000000,105131648.080000
6,103604347.000000,109876933.000000,105196361.310000
7,102909199.000000,112704443.000000,104393850.180000
8,102454227.000000,105774540.000000,103050735.020000
9,102650079.000000,105878742.000000,104384894.940000
10,102466182.000000,114789793.000000,103481032.480000
11,102786928.000000,151306842.000000,108532407.100000
12,102608324.000000,120547994.000000,106554884.980000
13,102821792.000000,121633232.000000,105532899.020000
14,102777702.000000,105801641.000000,104302910.210000
15,102448423.000000,106770795.000000,103311519.510000
1,132569602.000000,138862817.000000,134770559.070000
2,133740249.000000,138161782.000000,135163066.880000
3,135588327.000000,151490689.000000,137274880.260000
4,138719179.000000,159707163.000000,147133048.250000
5,180865880.000000,219983916.000000,196751414.300000
6,212661543.000000,267645156.000000,225775315.230000
7,216295513.000000,353458115.000000,231129883.830000
8,234900521.000000,292096498.000000,242919666.610000
9,266648311.000000,293421244.000000,272655571.120000
10,297264874.000000,352251083.000000,304480791.260000
11,321070409.000000,365203324.000000,332780967.380000
12,356027788.000000,429628376.000000,364472824.120000
13,385619320.000000,483285777.000000,395513504.580000
14,415095409.000000,449082942.000000,422153292.590000
15,445707138.000000,501813368.000000,454954317.430000
